start,end,event_type,sub_event_type,actor1,actor2,location,latitude,longitude,timestamp
5-Sep-20,5-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Suq Al-Shoyokh,30.8909,46.4543,1599528934
5-Sep-20,5-Sep-20,Strategic developments,Change to group/activity,Military Forces of Iraq (2020-),,Khanaqin,34.3482,45.3906,1599528935
5-Sep-20,5-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Kut,32.5056,45.8247,1599528935
5-Sep-20,5-Sep-20,Battles,Armed clash,Police Forces of Iraq (2020-) Iraqi National Intelligence Service,Unidentified Armed Group (Iraq),Rifai,31.7213,46.1102,1599528935
5-Sep-20,5-Sep-20,Strategic developments,Looting/property destruction,Military Forces of Iraq (2020-),Islamic State (Iraq),Rashad,35.1343,44.0876,1599528935
5-Sep-20,5-Sep-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Baghdad - Kadhimiya,33.3805,44.3462,1599528934
5-Sep-20,5-Sep-20,Battles,Armed clash,Military Forces of Iraq (2020-),Islamic State (Iraq),Qaryat Al Qalaa,34.3671,45.2447,1599528934
4-Sep-20,4-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Mergasur,36.8431,44.3009,1599528935
4-Sep-20,4-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),Islamic State (Iraq),Samarra,34.1959,43.8857,1599528934
4-Sep-20,4-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),Islamic State (Iraq),Hamrin Mountains - Sala al-Din,34.6248,44.4107,1599528934
4-Sep-20,4-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),Islamic State (Iraq),Shaykh Bawa,34.3992,45.1427,1599528934
4-Sep-20,4-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Wadi Khakurik,36.9599,44.6039,1599528935
4-Sep-20,4-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Shatra,31.4091,46.1727,1599528934
4-Sep-20,4-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Basrah,30.533,47.7975,1599528934
4-Sep-20,4-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528934
4-Sep-20,4-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Kut,32.5056,45.8247,1599528935
4-Sep-20,4-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Al-Faw,29.9742,48.4731,1599528935
4-Sep-20,4-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Nahiyat Al Shafiiyeh,31.9489,44.844,1599528935
4-Sep-20,4-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Kut,32.5056,45.8247,1599528935
4-Sep-20,4-Sep-20,Strategic developments,Looting/property destruction,Military Forces of Iraq (2020-),Islamic State (Iraq),Ar Rutba,33.0373,40.2826,1599528935
4-Sep-20,4-Sep-20,Battles,Armed clash,Qaryat Al Qalaa Communal Militia (Iraq),Islamic State (Iraq),Qaryat Al Qalaa,34.3671,45.2447,1599528935
4-Sep-20,4-Sep-20,Battles,Armed clash,Unidentified Tribal Militia (Iraq),Unidentified Tribal Militia (Iraq),Amara,31.8356,47.1448,1599528935
4-Sep-20,4-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Wadi Khakurik,36.9599,44.6039,1599528934
4-Sep-20,4-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Iraq (2020-),Islamic State (Iraq),Jalawla,34.273,45.1662,1599528935
3-Sep-20,3-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Shaca,37.1138,43.8672,1599528935
3-Sep-20,3-Sep-20,Violence against civilians,Attack,Islamic State (Iraq),Civilians (Iraq),Shirqat,35.4973,43.2365,1599528935
3-Sep-20,3-Sep-20,Battles,Armed clash,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Khantur Mountain,37.2648,42.8583,1599528935
3-Sep-20,3-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Kut,32.5056,45.8247,1599528935
3-Sep-20,3-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Nassriya,31.058,46.2573,1599528935
3-Sep-20,3-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Basrah,30.533,47.7975,1599528935
3-Sep-20,3-Sep-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Nassriya,31.058,46.2573,1599528935
3-Sep-20,3-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Nassriya,31.058,46.2573,1599528935
3-Sep-20,3-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Nassriya,31.058,46.2573,1599528935
3-Sep-20,3-Sep-20,Strategic developments,Disrupted weapons use,Military Forces of Iraq (2020-),Islamic State (Iraq),Mosul - Old City,36.3455,43.1278,1599528935
3-Sep-20,3-Sep-20,Strategic developments,Other,Civilians (Iraq),,Qaryat Al Hetaween,34.2394,44.3664,1599528935
3-Sep-20,3-Sep-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Military Forces of Iraq (2020-),Erbil,36.1926,44.0106,1599528935
3-Sep-20,3-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Amadiya,37.0921,43.4877,1599528937
3-Sep-20,3-Sep-20,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Iraq),Private Security Forces (United Kingdom),Baghdad - Karkh,33.3164,44.4039,1599528934
3-Sep-20,3-Sep-20,Battles,Armed clash,Military Forces of Iraq (2020-),Islamic State (Iraq),Tuz Khurma,34.8833,44.6333,1599528934
3-Sep-20,3-Sep-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Al Mualimeen,36.3675,42.4309,1599528935
3-Sep-20,3-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Wadi Khakurik,36.9599,44.6039,1599528935
2-Sep-20,2-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Baghdad - Karkh,33.3164,44.4039,1599528935
2-Sep-20,2-Sep-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Hilla,32.4637,44.4196,1599528935
2-Sep-20,2-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Kut,32.5056,45.8247,1599528935
2-Sep-20,2-Sep-20,Strategic developments,Looting/property destruction,Military Forces of Iraq (2020-),Islamic State (Iraq),Daquq,35.1392,44.4491,1599528934
2-Sep-20,2-Sep-20,Battles,Armed clash,Police Forces of Iraq (2020-),Islamic State (Iraq),Makr Al-Nuam,31.9439,40.452,1599528934
2-Sep-20,2-Sep-20,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-) Gendarmerie,PKK: Kurdistan Workers Party,Wadi Khakurik,36.9599,44.6039,1599528934
2-Sep-20,2-Sep-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Rabia,36.8047,42.0889,1599528935
2-Sep-20,2-Sep-20,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Mergasur,36.8431,44.3009,1599528935
2-Sep-20,2-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Baquba,33.7466,44.6437,1599528934
1-Sep-20,1-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Baghdad - Karkh,33.3164,44.4039,1599528934
1-Sep-20,1-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Amadiya,37.0921,43.4877,1599528935
1-Sep-20,1-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Sulaymaniyah,35.565,45.4329,1599528935
1-Sep-20,1-Sep-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Tikrit,34.6158,43.6786,1599528935
1-Sep-20,1-Sep-20,Battles,Armed clash,Unidentified Armed Group (Iraq),Military Forces of Iraq (2020-),Al Qaim,34.3669,41.1389,1599528934
1-Sep-20,1-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Wadi Khakurik,36.9599,44.6039,1599528935
1-Sep-20,1-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Basrah,30.533,47.7975,1599528935
1-Sep-20,1-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Kut,32.5056,45.8247,1599528935
1-Sep-20,1-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528935
1-Sep-20,1-Sep-20,Battles,Armed clash,Unidentified Tribal Militia (Iraq),Unidentified Tribal Militia (Iraq),Qaryat al Mamlahah,31.2662,45.0725,1599528935
1-Sep-20,1-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,As Samawah,31.3059,45.2799,1599528934
1-Sep-20,1-Sep-20,Protests,Peaceful protest,Protesters (Iraq),,Basrah,30.533,47.7975,1599528934
1-Sep-20,1-Sep-20,Explosions/Remote violence,Suicide bomb,Unidentified Armed Group (Iraq),Police Forces of Iraq (2020-),Kirkuk,35.4681,44.3922,1599528934
1-Sep-20,1-Sep-20,Riots,Violent demonstration,Rioters (Iraq),,Nassriya,31.058,46.2573,1599528934
1-Sep-20,1-Sep-20,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Iraq),Police Forces of Iraq (2020-),Ramadi,33.4206,43.3078,1599528934
1-Sep-20,1-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Sidakan,36.7968,44.6721,1599528934
1-Sep-20,1-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Amadiya,37.0921,43.4877,1599528935
1-Sep-20,1-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Jabal Biradawst,36.736,44.3903,1599528935
1-Sep-20,1-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Mergasur,36.8431,44.3009,1599528935
1-Sep-20,1-Sep-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Wadi Khakurik,36.9599,44.6039,1599528935
31-Aug-20,31-Aug-20,Battles,Armed clash,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Haftanin,37.3128,43.0203,1599528935
31-Aug-20,31-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Shaca,37.1138,43.8672,1599528935
31-Aug-20,31-Aug-20,Battles,Armed clash,Unidentified Armed Group (Iraq),Badr Organization,Kirkuk,35.4681,44.3922,1599528935
31-Aug-20,31-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Rifai,31.7213,46.1102,1599528935
31-Aug-20,31-Aug-20,Battles,Armed clash,Unidentified Tribal Militia (Iraq),Unidentified Tribal Militia (Iraq),Al-Zubair,30.3921,47.7017,1599528935
31-Aug-20,31-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528935
31-Aug-20,31-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Kut,32.5056,45.8247,1599528935
31-Aug-20,31-Aug-20,Explosions/Remote violence,Air/drone strike,Global Coalition Against Daesh,Islamic State (Iraq),At Tarmiyah,33.6643,44.3737,1599528935
31-Aug-20,31-Aug-20,Battles,Armed clash,Police Forces of Iraq (2020-),Islamic State (Iraq),Kirkuk,35.4681,44.3922,1599528935
31-Aug-20,31-Aug-20,Battles,Armed clash,Al Da'um Tribal Militia (Iraq),Al Da'um Tribal Militia (Iraq),Al Jadwal al Gharbi,32.49,44.2,1599528934
31-Aug-20,31-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,As Samawah,31.3059,45.2799,1599528934
31-Aug-20,31-Aug-20,Riots,Violent demonstration,Rioters (Iraq),,Baghdad - Karadah,33.2982,44.4297,1599528934
31-Aug-20,31-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Baghdad - Karkh,33.3164,44.4039,1599528934
31-Aug-20,31-Aug-20,Violence against civilians,Attack,Unidentified Armed Group (Iraq),Civilians (Iraq),Hay Almoa'alimen,31.5775,47.1658,1599528934
31-Aug-20,31-Aug-20,Violence against civilians,Attack,Islamic State (Iraq),Civilians (Iraq),Nasim,33.9665,44.9489,1599528934
31-Aug-20,31-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Nassriya,31.058,46.2573,1599528934
31-Aug-20,31-Aug-20,Riots,Violent demonstration,Rioters (Iraq),,Nassriya,31.058,46.2573,1599528934
31-Aug-20,31-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Military Forces of Iraq (2020-),Qaryat Al Hetaween,34.2394,44.3664,1599528934
31-Aug-20,31-Aug-20,Battles,Armed clash,Military Forces of Iraq (2020-),Islamic State (Iraq),Tuz Khurma,34.8833,44.6333,1599528934
31-Aug-20,31-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Mergasur,36.8431,44.3009,1599528935
31-Aug-20,31-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Amadiya,37.0921,43.4877,1599528935
31-Aug-20,31-Aug-20,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Amadiya,37.0921,43.4877,1599528935
31-Aug-20,31-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Kirkuk,35.4681,44.3922,1599528934
30-Aug-20,30-Aug-20,Battles,Armed clash,Police Forces of Iraq (2020-),Islamic State (Iraq),Kirkuk,35.4681,44.3922,1599528935
30-Aug-20,30-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Amadiya,37.0921,43.4877,1599528934
30-Aug-20,30-Aug-20,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Iraq),,Baghdad International Airport,33.2619,44.2338,1599528934
30-Aug-20,30-Aug-20,Explosions/Remote violence,Grenade,Unidentified Armed Group (Iraq),Civilians (Iraq),Karmat Ali,30.5687,47.7274,1599528934
30-Aug-20,30-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Qarachogh Mountain,35.7183,43.7353,1599528934
30-Aug-20,30-Aug-20,Violence against civilians,Attack,Islamic State (Iraq),Civilians (Iraq),Qaryat Al Hetaween,34.2394,44.3664,1599528934
30-Aug-20,30-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Sidakan,36.7968,44.6721,1599528934
30-Aug-20,30-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Sinjar,36.2955,41.8932,1599528937
30-Aug-20,30-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Police Forces of Iraq (2020-),Nahiyat an Nil,32.5415,44.5459,1599528935
30-Aug-20,30-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Sinjar,36.2955,41.8932,1599528935
30-Aug-20,30-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Police Forces of Iraq (2020-),Shomeli,32.326,44.9166,1599528935
30-Aug-20,30-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Metina,37.1683,43.2709,1599528937
29-Aug-20,29-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,As Samawah,31.3059,45.2799,1599528934
29-Aug-20,29-Aug-20,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Mergasur,36.8431,44.3009,1599528935
29-Aug-20,29-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Baghdad,33.3248,44.4213,1599528934
29-Aug-20,29-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Sulaymaniyah,35.565,45.4329,1599528935
29-Aug-20,29-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Al-Zubair,30.3921,47.7017,1599528934
29-Aug-20,29-Aug-20,Strategic developments,Looting/property destruction,Unidentified Armed Group (Iraq),Civilians (Iraq),Nahiyat Al Tar,30.9036,46.6277,1599528934
29-Aug-20,29-Aug-20,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Iraq),,Baghdad - Karkh,33.3164,44.4039,1599528935
29-Aug-20,29-Aug-20,Protests,Protest with intervention,Protesters (Iraq),Police Forces of Iraq (2020-),Baghdad - Karkh,33.3164,44.4039,1599528935
29-Aug-20,29-Aug-20,Strategic developments,Change to group/activity,Police Forces of Iraq (2020-) Rapid Reaction Force,,Nassriya,31.058,46.2573,1599528935
29-Aug-20,29-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Hilla,32.4637,44.4196,1599528935
29-Aug-20,29-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Military Forces of Iraq (2020-),Shurah,35.9927,43.2206,1599528935
29-Aug-20,29-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Metina,37.1683,43.2709,1599528934
28-Aug-20,28-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Al-Zubair,30.3921,47.7017,1599528934
28-Aug-20,28-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Military Forces of Iraq (2020-),Makhmur,35.7728,43.5897,1599528935
28-Aug-20,28-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Ash-Shinafiyah,31.584,44.6473,1599528935
28-Aug-20,28-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Suwaira,32.9256,44.7758,1599528935
28-Aug-20,28-Aug-20,Battles,Armed clash,Unidentified Tribal Militia (Iraq),Unidentified Tribal Militia (Iraq),Rifai,31.7213,46.1102,1599528935
28-Aug-20,28-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Basrah,30.533,47.7975,1599528935
28-Aug-20,28-Aug-20,Strategic developments,Change to group/activity,Military Forces of Iraq (2020-),,Baghdad - Sadr City,33.3912,44.4575,1599528935
28-Aug-20,28-Aug-20,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Iraq),,Baghdad - Karkh,33.3164,44.4039,1599528935
28-Aug-20,28-Aug-20,Battles,Armed clash,Military Forces of Iraq (2020-) Popular Mobilization Forces,Islamic State (Iraq),Amerli,34.7275,44.589,1599528935
28-Aug-20,28-Aug-20,Battles,Armed clash,Islamic State (Iraq),Military Forces of Iraq (2020-) Popular Mobilization Forces,Khanaqin,34.3482,45.3906,1599528935
28-Aug-20,28-Aug-20,Battles,Armed clash,Unidentified Tribal Militia (Iraq),Unidentified Tribal Militia (Iraq),Baghdad - Sadr City,33.3912,44.4575,1599528934
28-Aug-20,28-Aug-20,Battles,Armed clash,Islamic State (Iraq),Military Forces of Iraq (2020-) Popular Mobilization Forces,Shayrak,34.4211,45.2187,1599528934
28-Aug-20,28-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Amadiya,37.0921,43.4877,1599528935
27-Aug-20,27-Aug-20,Battles,Armed clash,Military Forces of Iraq (2020-) Popular Mobilization Forces,Islamic State (Iraq),Qaryat Tall adh Dhahab,33.9501,44.2123,1599528934
27-Aug-20,27-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Kut,32.5056,45.8247,1599528935
27-Aug-20,27-Aug-20,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Iraq),,Baghdad - Al Rashid,33.2362,44.3428,1599528935
27-Aug-20,27-Aug-20,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Iraq),,Baghdad - Karkh,33.3164,44.4039,1599528935
27-Aug-20,27-Aug-20,Riots,Violent demonstration,Rioters (Iraq),Rioters (Iraq),Hilla,32.4637,44.4196,1599528935
27-Aug-20,27-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Zakho,37.1487,42.6859,1599528935
27-Aug-20,27-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Metin,37.1409,43.2529,1599528935
27-Aug-20,27-Aug-20,Battles,Armed clash,Islamic State (Iraq),Police Forces of Iraq (2020-),Yanakjah Balan Basas,34.857,44.5708,1599528935
27-Aug-20,27-Aug-20,Battles,Armed clash,Islamic State (Iraq),Military Forces of Iraq (2020-),Al-Muqdadiya,33.9798,44.9362,1599528934
27-Aug-20,27-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Amadiya,37.0921,43.4877,1599528934
27-Aug-20,27-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Tuz Khurma,34.8833,44.6333,1599528934
27-Aug-20,27-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Wadi Khakurik,36.9599,44.6039,1599528934
27-Aug-20,27-Aug-20,Protests,Protest with intervention,Protesters (Iraq),Police Forces of Iraq (2020-),Baghdad,33.3248,44.4213,1599528937
27-Aug-20,27-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Metina,37.1683,43.2709,1599528935
26-Aug-20,26-Aug-20,Battles,Armed clash,Islamic State (Iraq),Police Forces of Iraq (2020-) Rapid Reaction Force,Al Ammari,34.4685,41.4378,1599528934
26-Aug-20,26-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Al Azim,34.2754,44.5385,1599528934
26-Aug-20,26-Aug-20,Strategic developments,Looting/property destruction,Unidentified Armed Group (Iraq),Civilians (Iraq),Suq Al-Shoyokh,30.8909,46.4543,1599528934
26-Aug-20,26-Aug-20,Battles,Armed clash,Unidentified Tribal Militia (Iraq),Unidentified Tribal Militia (Iraq),Nahiyat Al Shafiiyeh,31.9489,44.844,1599528934
26-Aug-20,26-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,As Samawah,31.3059,45.2799,1599528935
26-Aug-20,26-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528935
26-Aug-20,26-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,As Samawah,31.3059,45.2799,1599528935
26-Aug-20,26-Aug-20,Battles,Armed clash,Military Forces of Iraq (2020-),Islamic State (Iraq),Al Qayyarah,35.8,43.2833,1599528935
26-Aug-20,26-Aug-20,Battles,Armed clash,Military Forces of Iraq (2020-),Islamic State (Iraq),Shurah,35.9927,43.2206,1599528935
26-Aug-20,26-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Awliya Al Dam,Civilians (Iraq),Bartella,36.3566,43.38,1599528934
26-Aug-20,26-Aug-20,Violence against civilians,Attack,Islamic State (Iraq),Civilians (Iraq),Dakkah,34.4788,45.2034,1599528934
26-Aug-20,26-Aug-20,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Iraq),Civilians (Iraq),Hajj Ali,35.7396,43.3061,1599528935
26-Aug-20,26-Aug-20,Protests,Protest with intervention,Protesters (Iraq),Police Forces of Iraq (2020-),Baghdad - Karkh,33.3164,44.4039,1599528937
26-Aug-20,26-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Baghdad,33.3248,44.4213,1599528934
25-Aug-20,25-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Nahiyat al Fuhud,30.9697,46.7228,1599528934
25-Aug-20,25-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Nassriya,31.058,46.2573,1599528935
25-Aug-20,25-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528935
25-Aug-20,25-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528935
25-Aug-20,25-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Sayyed Jabar,31.3117,45.3144,1599528935
25-Aug-20,25-Aug-20,Violence against civilians,Attack,Unidentified Armed Group (Iraq),Civilians (Iraq),Amara,31.8356,47.1448,1599528935
25-Aug-20,25-Aug-20,Strategic developments,Change to group/activity,Military Forces of the United States (2017-),,Ain Assad Air Base,33.8,42.4333,1599528934
25-Aug-20,25-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Amadiya,37.0921,43.4877,1599528934
25-Aug-20,25-Aug-20,Riots,Violent demonstration,Rioters (Iraq),Police Forces of Iraq (2020-),Baghdad - Rusafa,33.3473,44.4116,1599528934
25-Aug-20,25-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),,Bara,36.3757,41.4853,1599528934
25-Aug-20,25-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528934
25-Aug-20,25-Aug-20,Strategic developments,Disrupted weapons use,Military Forces of Turkey (2016-),PKK: Kurdistan Workers Party,Haftanin,37.3128,43.0203,1599528934
25-Aug-20,25-Aug-20,Explosions/Remote violence,Air/drone strike,Military Forces of Turkey (2016-),YBS: Sinjar Resistance Units,Khana Sor,36.4778,41.6114,1599528934
25-Aug-20,25-Aug-20,Battles,Armed clash,Unidentified Tribal Militia (Iraq),Police Forces of Iraq (2020-),Nahiyat al Fudaylah,30.9596,46.3559,1599528934
25-Aug-20,25-Aug-20,Battles,Armed clash,Islamic State (Iraq),Military Forces of Iraq (2020-),Shayrak,34.4211,45.2187,1599528935
24-Aug-20,24-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Basrah,30.533,47.7975,1599528934
24-Aug-20,24-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528934
24-Aug-20,24-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Basrah,30.533,47.7975,1599528934
24-Aug-20,24-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Penjwin,35.6237,45.9495,1599528935
24-Aug-20,24-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Diwaniya,31.9929,44.9255,1599528934
24-Aug-20,24-Aug-20,Protests,Peaceful protest,Protesters (Iraq),,Baghdad - Rusafa,33.3473,44.4116,1599528935
24-Aug-20,24-Aug-20,Riots,Violent demonstration,Rioters (Iraq),,Nahiyat al Fuhud,30.9697,46.7228,1599528935
24-Aug-20,24-Aug-20,Battles,Armed clash,Islamic State (Iraq),Military Forces of Iraq (2020-),Al Azim,34.2754,44.5385,1599528934
24-Aug-20,24-Aug-20,Battles,Armed clash,Islamic State (Iraq),Police Forces of Iraq (2020-),Arab Koy,35.06,44.38,1599528934
24-Aug-20,24-Aug-20,Explosions/Remote violence,Shelling/artillery/missile attack,Islamic State (Iraq),,Hamrin Mountains - Kirkuk,35.0164,43.6938,1599528934
24-Aug-20,24-Aug-20,Battles,Armed clash,Islamic State (Iraq),Military Forces of Iraq (2020-),Harooniya,33.81,44.87,1599528934
